run_id,config_label,baseline_variant,filename,base__property_result,base__frame_sizes,base__total_time,base__k,base__solver,base__max_memory(MB),base__execution_time(s),base__cpu_time(s),base__exit_code,base__timed_out,asc_l1l2__property_result,asc_l1l2__frame_sizes,asc_l1l2__total_time,asc_l1l2__k,asc_l1l2__solver,asc_l1l2__max_memory(MB),asc_l1l2__execution_time(s),asc_l1l2__cpu_time(s),asc_l1l2__exit_code,asc_l1l2__timed_out,desc_l2l1__property_result,desc_l2l1__frame_sizes,desc_l2l1__total_time,desc_l2l1__k,desc_l2l1__solver,desc_l2l1__max_memory(MB),desc_l2l1__execution_time(s),desc_l2l1__cpu_time(s),desc_l2l1__exit_code,desc_l2l1__timed_out,pic3__property_result,pic3__frame_sizes,pic3__total_time,pic3__k,pic3__solver,pic3__max_memory(MB),pic3__execution_time(s),pic3__cpu_time(s),pic3__exit_code,pic3__timed_out,base_x3__property_result,base_x3__frame_sizes,base_x3__total_time,base_x3__k,base_x3__solver,base_x3__max_memory(MB),base_x3__execution_time(s),base_x3__cpu_time(s),base_x3__exit_code,base_x3__timed_out
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/cd_e7_8.lus,Unsafe,24 17 10 3,1.028,4,1282,50.68,1.46,1.03,40,false,Unsafe,7 6 5 4 3 2 1 0,0.964,8,1504,50.50,1.45,0.94,40,false,Unsafe,6 0,0.258,2,247,48.37,0.73,0.27,40,false,Unsafe,4 2 1 0,0.319,4,418,104.33,0.74,0.86,40,false,Unsafe,11 6 3 1,0.637,4,703,109.24,1.05,1.89,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e8_856_e2_585.lus,Safe,2 1,0.140,3,164,47.16,0.63,0.15,0,false,Safe,2 1,0.136,3,157,46.96,0.65,0.15,0,false,Safe,2 1,0.143,3,164,46.93,0.63,0.15,0,false,Safe,2 1,0.145,3,164,102.40,0.64,0.42,0,false,Safe,2 1,0.151,3,164,102.50,0.63,0.45,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_6_e2_893.lus,Unsafe,11 2,0.521,2,449,48.25,0.94,0.53,40,false,Unsafe,10 1,0.522,2,436,47.87,1.05,0.54,40,false,Unsafe,11 2,0.540,2,450,48.75,1.04,0.55,40,false,Unsafe,11 2,0.564,2,449,108.32,1.05,1.69,40,false,Unsafe,11 2,0.588,2,449,108.18,1.05,1.78,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_2.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_1_e8_725.lus,Safe,1,0.048,2,23,45.48,0.52,0.07,0,false,Safe,1,0.049,2,23,46.24,0.52,0.07,0,false,Safe,1,0.050,2,23,46.77,0.52,0.07,0,false,Safe,1,0.051,2,23,102.18,0.52,0.17,0,false,Safe,1,0.067,2,23,95.60,0.53,0.22,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e8_856_e1_217.lus,Unsafe,5,0.122,1,89,46.40,0.53,0.14,40,false,Unsafe,4,0.131,1,69,46.78,0.64,0.15,40,false,Unsafe,5,0.124,1,92,46.43,0.52,0.14,40,false,Unsafe,5,0.113,1,89,101.51,0.52,0.34,40,false,Unsafe,5,0.116,1,89,101.07,0.52,0.36,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/speed2_e7_223_e7_213.lus,Safe,4 3,0.111,3,140,46.61,0.65,0.14,0,false,Safe,3 2,0.095,3,116,46.19,0.53,0.11,0,false,Safe,4 3,0.112,3,134,45.85,0.52,0.12,0,false,Safe,4 3,0.115,3,140,100.87,0.53,0.32,0,false,Safe,4 3,0.124,3,140,100.33,0.64,0.37,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_2.lus,Safe,2 1,0.079,3,98,46.38,0.53,0.10,0,false,Safe,2 1,0.078,3,96,46.16,0.53,0.09,0,false,Safe,2 1,0.085,3,98,46.04,0.52,0.10,0,false,Safe,2 1,0.084,3,98,100.97,0.52,0.25,0,false,Safe,2 1,0.085,3,98,101.04,0.52,0.26,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_1_e2_1102_e2_943.lus,Safe,13 11,0.516,3,470,48.12,1.05,0.54,0,false,Safe,11 10,0.338,3,274,48.11,0.85,0.36,0,false,Safe,12 10,0.471,3,428,49.23,0.93,0.48,0,false,Safe,8 7,0.354,2,267,104.62,0.74,1.01,0,false,Safe,13 11,0.529,3,471,106.80,0.94,1.58,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_3_e3_1275_e6_1315.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_6_e1_152_e1_391.lus,Safe,15 14 12 9 8 6 5 2,4.390,9,5417,60.88,4.89,4.33,0,false,Safe,18 17 14 13 11 5,2.134,7,2838,54.35,2.59,2.11,0,false,Safe,13 12 10 8 6 4 3,4.312,8,4867,60.29,4.77,4.28,0,false,Safe,22 21 19 16 10 4,1.762,7,2154,117.21,2.19,5.11,0,false,Safe,15 14 12 9 8 6 5 2,5.491,9,5417,138.98,5.98,16.27,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/fast_1_e7_2044_e7_1287.lus,Unsafe,,0.022,0,2,43.16,0.52,0.06,40,false,Unsafe,,0.023,0,2,21.34,0.52,0.08,40,false,Unsafe,,0.023,0,2,46.29,0.52,0.05,40,false,Unsafe,,0.023,0,2,64.07,0.52,0.11,40,false,Unsafe,,0.023,0,2,99.38,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_4_e3_1091_e4_232.lus,Unsafe,140 113 91 47,143.971,4,22510,193.31,144.43,143.11,40,false,Unsafe,39 20 4,21.282,3,5024,92.53,21.73,21.00,40,false,Unsafe,42 27 10 3,22.016,4,5531,94.38,22.46,21.74,40,false,Unsafe,5 3 1,0.461,3,463,385.74,72.80,126.81,40,false,Unsafe,5 3 1,0.483,3,463,593.19,222.92,520.36,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_3.lus,Safe,2 1,0.084,3,105,46.38,0.52,0.10,0,false,Safe,2 1,0.082,3,103,46.38,0.53,0.10,0,false,Safe,2 1,0.084,3,105,46.51,0.52,0.10,0,false,Safe,2 1,0.094,3,105,100.47,0.52,0.28,0,false,Safe,2 1,0.094,3,105,99.41,0.52,0.29,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_5.lus,Safe,49 47 44 42 40 37 34 33 28 22 14 8,66.360,13,27645,122.96,66.77,65.52,0,false,Safe,20 18 16 14 12 10 8 6 4 1 0,47.273,12,21062,104.25,47.73,46.75,0,false,Safe,81 80 78 74 69 63 56 48 38 27 14,75.597,12,30370,125.21,76.10,74.79,0,false,Safe,21 19 16 14 12 10 8 6 4,19.267,10,11917,200.98,19.68,56.83,0,false,Safe,49 47 44 42 40 37 34 33 28 22 14 8,87.445,13,27645,316.71,88.14,261.14,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/PRODUCER_CONSUMER_2.lus,Safe,1,0.038,2,28,46.29,0.52,0.06,0,false,Safe,1,0.050,2,28,42.14,0.53,0.09,0,false,Safe,1,0.036,2,28,46.42,0.52,0.05,0,false,Safe,1,0.038,2,28,100.60,0.52,0.13,0,false,Safe,1,0.041,2,28,100.18,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/speed_e7_207_e8_507.lus,Safe,0,0.025,2,12,19.44,0.42,0.04,0,false,Safe,0,0.025,2,12,20.18,0.53,0.05,0,false,Safe,0,0.025,2,12,32.58,0.52,0.04,0,false,Safe,0,0.024,2,12,59.62,0.43,0.07,0,false,Safe,0,0.024,2,12,59.52,0.52,0.07,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_4_e2_968_e1_956.lus,Timeout,24 22 16 13 10 6 5 3 2,58.778,9,20572,323.33,300.23,81.69,30,true,Unsafe,26 20 15 12 8 5 4 3 2 0,53.731,10,16993,120.64,54.25,53.06,40,false,Unsafe,62 45 30 13,16.882,4,6307,87.32,17.40,16.65,40,false,Unsafe,73 65 51 24,19.404,4,9193,208.26,19.77,57.10,40,false,Unsafe,5 2 1,0.804,3,709,269.98,45.96,110.14,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/hysteresis_all.lus,Safe,2 0,0.131,3,169,47.12,0.63,0.14,0,false,Safe,4 1 0,0.388,4,544,48.09,0.83,0.38,0,false,Safe,3 0,0.178,3,231,47.09,0.63,0.19,0,false,Safe,2 0,0.138,3,169,102.27,0.63,0.48,0,false,Safe,2 0,0.145,3,169,102.20,0.63,0.43,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_2_e3_112.lus,Unsafe,89 70 21,66.992,3,15453,145.57,67.47,66.34,40,false,Unsafe,61 30 12,38.059,3,9958,104.78,38.51,37.62,40,false,Unsafe,61 29 6,94.186,3,13714,167.93,94.65,93.45,40,false,Unsafe,49 33 10,14.193,3,6036,184.59,14.64,41.71,40,false,Unsafe,27 22 18 16,47.431,4,13178,285.17,50.95,98.42,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_4.lus,Safe,2,0.047,2,39,45.66,0.52,0.06,0,false,Safe,2,0.045,2,37,46.26,0.52,0.06,0,false,Safe,2,0.046,2,39,45.88,0.52,0.06,0,false,Safe,2,0.046,2,39,100.47,0.53,0.15,0,false,Safe,2,0.047,2,39,100.54,0.52,0.16,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/hysteresis_2.lus,Safe,4 3,0.125,3,152,46.21,0.62,0.13,0,false,Safe,4 3,0.127,3,152,46.34,0.53,0.14,0,false,Safe,3 2,0.113,3,131,46.21,0.52,0.12,0,false,Safe,4 3,0.128,3,152,100.64,0.54,0.36,0,false,Safe,4 3,0.142,3,152,102.32,0.63,0.43,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e7_188_e7_743.lus,Safe,5 1,0.264,3,344,48.09,0.73,0.27,0,false,Safe,4 1,0.209,3,270,46.23,0.63,0.22,0,false,Safe,5 1,0.273,3,342,48.05,0.74,0.28,0,false,Safe,5 1,0.278,3,344,102.04,0.63,0.76,0,false,Safe,5 1,0.282,3,344,105.45,0.73,0.84,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/fast_2_e8_460_e7_43.lus,Unsafe,,0.027,0,2,43.04,0.54,0.06,40,false,Unsafe,,0.027,0,2,43.39,0.54,0.07,40,false,Unsafe,,0.026,0,2,32.38,0.52,0.07,40,false,Unsafe,,0.026,0,2,95.96,0.53,0.12,40,false,Unsafe,,0.036,0,2,91.05,0.52,0.15,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_1_e7_184_e3_299.lus,Safe,2,0.046,2,39,44.68,0.54,0.07,0,false,Safe,2,0.042,2,33,46.31,0.52,0.06,0,false,Safe,2,0.088,2,39,46.02,0.54,0.11,0,false,Safe,2,0.046,2,39,100.87,0.52,0.14,0,false,Safe,2,0.048,2,39,100.74,0.52,0.16,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_4_e8_118.lus,Safe,1,0.066,2,25,44.26,0.53,0.08,0,false,Safe,1,0.033,2,24,19.11,0.52,0.05,0,false,Safe,1,0.035,2,25,46.38,0.52,0.05,0,false,Safe,1,0.034,2,25,99.48,0.53,0.12,0,false,Safe,1,0.034,2,25,100.66,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_3_e4_987_e3_291.lus,Timeout,7 4 3,0.775,3,794,332.30,302.31,1.31,1,true,Timeout,32 27 22 17 15 13 11 9 7 4 3 2 1,87.156,13,25919,235.61,300.22,70.99,30,true,Timeout,35 32 27 22 18 16 14 12 10 6 3,235.214,11,46774,239.18,300.24,78.39,30,true,Timeout,"24 22 20 19 18 17 16 15 14 13 12 11
                                            10 9 8 7 6 5 4",287.999,19,46765,609.00,300.21,195.93,30,true,Unsafe,7 4 3,0.853,3,794,595.39,210.47,343.48,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_2_e7_1027_e7_359.lus,Safe,2 1,0.079,3,98,46.04,0.52,0.09,0,false,Safe,2 1,0.079,3,96,46.00,0.54,0.10,0,false,Safe,2 1,0.111,3,98,46.50,0.52,0.12,0,false,Safe,2 1,0.084,3,98,100.89,0.52,0.24,0,false,Safe,2 1,0.092,3,98,101.16,0.53,0.28,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_3_e4_987.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_5_e3_11_e1_429.lus,Unsafe,8 1,0.629,2,447,49.39,1.04,0.64,40,false,Unsafe,8 1,0.635,2,447,49.14,1.15,0.65,40,false,Unsafe,8 1,0.652,2,455,49.02,1.17,0.66,40,false,Unsafe,8 1,0.698,2,447,109.25,1.15,2.14,40,false,Unsafe,8 1,0.710,2,447,109.66,1.16,2.15,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e1_618_e3_303.lus,Unsafe,2,0.069,1,47,46.28,0.52,0.09,40,false,Unsafe,3,0.076,1,55,45.80,0.53,0.10,40,false,Unsafe,2,0.066,1,47,46.52,0.53,0.09,40,false,Unsafe,2,0.069,1,47,100.67,0.54,0.24,40,false,Unsafe,2,0.070,1,47,94.96,0.53,0.24,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/speed2_e7_496.lus,Safe,4 3,0.131,3,163,45.96,0.64,0.14,0,false,Safe,3,0.062,2,52,46.07,0.52,0.07,0,false,Safe,4 2,0.152,3,198,46.89,0.66,0.17,0,false,Safe,2 1,0.105,3,88,78.38,0.54,0.32,0,false,Safe,4 3,0.135,3,163,101.68,0.65,0.40,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_4_e3_57_e5_999.lus,Unsafe,,0.046,0,2,42.13,0.56,0.10,40,false,Unsafe,,0.013,0,2,32.41,0.53,0.04,40,false,Unsafe,,0.013,0,2,32.50,0.52,0.04,40,false,Unsafe,,0.013,0,2,20.84,0.42,0.07,40,false,Unsafe,,0.014,0,2,60.79,0.55,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_2_e7_1027_e1_1047.lus,Safe,2 1,0.082,3,97,45.91,0.52,0.10,0,false,Safe,2 1,0.079,3,98,45.66,0.52,0.10,0,false,Safe,2 1,0.081,3,97,46.17,0.52,0.09,0,false,Safe,2 1,0.082,3,97,99.60,0.52,0.24,0,false,Safe,2 1,0.082,3,97,100.01,0.54,0.26,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_1_e2_1102_e1_317.lus,Safe,8 6 3,0.916,4,933,51.22,1.35,0.91,0,false,Safe,12 10 9 6,1.354,5,1450,52.86,1.91,1.35,0,false,Safe,12 10 9 7,1.566,5,1561,54.30,1.98,1.55,0,false,Safe,4 2 1,0.787,4,750,110.79,1.25,2.43,0,false,Safe,8 6 3,0.992,4,938,114.17,1.46,2.93,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_2_e1_1116_e3_287.lus,Unsafe,14 4,1.487,2,868,53.72,1.98,1.49,40,false,Unsafe,14 5,1.309,2,804,52.87,1.77,1.33,40,false,Unsafe,22 10,2.630,2,1326,58.33,3.12,2.62,40,false,Unsafe,12 3,1.192,2,739,114.89,1.57,3.35,40,false,Unsafe,14 4,1.652,2,868,120.63,2.19,5.01,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_4_e2_968_e3_931.lus,Safe,8 6,0.299,3,219,47.66,0.74,0.31,0,false,Safe,6 4,0.222,3,197,47.41,0.73,0.25,0,false,Safe,13 9,0.404,3,407,48.57,0.83,0.42,0,false,Safe,5 3,0.250,2,216,103.95,0.63,0.75,0,false,Safe,8 6,0.258,3,219,105.48,0.73,0.78,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_4_e8_118_e7_178.lus,Safe,1 0,0.090,3,107,44.51,0.54,0.11,0,false,Safe,1 0,0.083,3,100,46.88,0.62,0.10,0,false,Safe,1 0,0.095,3,105,46.75,0.64,0.13,0,false,Safe,1 0,0.093,3,107,100.88,0.53,0.27,0,false,Safe,1 0,0.095,3,107,100.38,0.52,0.28,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_5_e7_244_e3_1071.lus,Unsafe,8 1,0.606,2,429,49.22,1.04,0.62,40,false,Unsafe,9 2,0.617,2,442,49.12,1.04,0.63,40,false,Unsafe,8 1,0.612,2,437,49.07,1.05,0.63,40,false,Unsafe,8 1,0.636,2,429,107.91,1.15,1.97,40,false,Unsafe,8 1,0.664,2,429,108.78,1.15,2.00,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/speed_e8_649_e7_709.lus,Safe,0,0.025,2,12,44.04,0.55,0.05,0,false,Safe,0,0.025,2,12,44.58,0.52,0.04,0,false,Safe,0,0.026,2,12,44.21,0.54,0.05,0,false,Safe,0,0.024,2,12,59.53,0.52,0.07,0,false,Safe,0,0.026,2,12,94.93,0.52,0.08,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e8_856_e7_578.lus,Safe,5 2,0.251,3,317,47.55,0.74,0.26,0,false,Safe,6 3,0.257,3,322,47.41,0.74,0.28,0,false,Safe,4 1 0,0.375,4,521,48.40,0.83,0.37,0,false,Safe,5 2,0.267,3,317,104.17,0.73,0.79,0,false,Safe,5 2,0.276,3,317,104.20,0.74,0.82,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_3_e3_1275_e3_640.lus,Safe,10 7,0.343,3,354,48.53,0.83,0.35,0,false,Safe,8 4,0.337,3,406,48.04,0.83,0.35,0,false,Safe,8 4,0.376,3,412,48.32,0.85,0.40,0,false,Safe,8 5,0.312,3,312,105.66,0.74,1.05,0,false,Safe,10 7,0.374,3,354,105.99,0.84,1.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e2_142_e7_209.lus,Safe,3 1,0.194,3,234,46.56,0.62,0.20,0,false,Safe,3 1,0.190,3,236,47.30,0.62,0.20,0,false,Safe,3 1,0.157,3,188,47.28,0.63,0.17,0,false,Safe,3 1,0.197,3,234,102.76,0.63,0.54,0,false,Safe,3 1,0.215,3,234,102.20,0.74,0.64,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_3_e8_33.lus,Safe,2 1,0.081,3,100,45.79,0.53,0.10,0,false,Safe,2 1,0.078,3,96,46.13,0.52,0.09,0,false,Safe,2 1,0.082,3,100,42.16,0.52,0.09,0,false,Safe,2 1,0.082,3,100,100.97,0.53,0.25,0,false,Safe,2 1,0.085,3,100,101.11,0.52,0.26,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_5_e3_11_e5_24.lus,Unsafe,8 1,0.632,2,447,49.18,1.06,0.66,40,false,Unsafe,8 1,0.642,2,447,48.80,1.05,0.65,40,false,Unsafe,8 1,0.664,2,455,49.36,1.14,0.68,40,false,Unsafe,8 1,0.666,2,447,109.74,1.15,2.03,40,false,Unsafe,8 1,0.688,2,447,109.89,1.16,2.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_4_e3_57_e4_1047.lus,Safe,1,0.034,2,25,46.01,0.53,0.05,0,false,Safe,1,0.033,2,24,45.91,0.52,0.05,0,false,Safe,1,0.034,2,25,46.51,0.55,0.06,0,false,Safe,1,0.037,2,25,99.41,0.52,0.12,0,false,Safe,1,0.035,2,25,100.41,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e2_142.lus,Safe,3 1,0.201,3,242,47.02,0.64,0.21,0,false,Safe,2 1,0.192,3,174,46.37,0.63,0.20,0,false,Safe,3 1,0.162,3,200,46.81,0.65,0.18,0,false,Safe,3 1,0.208,3,242,103.38,0.64,0.52,0,false,Safe,3 1,0.218,3,242,101.82,0.63,0.64,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_3_e3_1275.lus,Timeout,7 3 2,0.836,3,838,395.26,300.24,102.84,30,true,Unsafe,55 43 7,65.473,3,9367,150.80,65.96,64.88,40,false,Unsafe,57 38 12 4,60.435,4,9894,147.54,60.88,59.79,40,false,Unsafe,13 8,0.615,2,562,393.86,74.33,174.92,40,false,Timeout,7 3 2,0.918,3,838,900.58,302.28,1.65,1,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_1.lus,Unsafe,,0.013,0,2,33.05,0.52,0.04,40,false,Unsafe,,0.014,0,2,32.68,0.52,0.04,40,false,Unsafe,,0.014,0,2,32.68,0.53,0.05,40,false,Unsafe,,0.013,0,2,60.07,0.52,0.07,40,false,Unsafe,,0.013,0,2,60.00,0.43,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_6_e3_294_e1_956.lus,Unsafe,10 1,0.657,2,492,49.53,1.14,0.66,40,false,Unsafe,10 1,0.659,2,492,49.73,1.14,0.67,40,false,Unsafe,11 2,0.670,2,506,50.11,1.16,0.68,40,false,Unsafe,10 1,0.702,2,492,109.12,1.16,2.16,40,false,Unsafe,10 1,0.695,2,492,109.65,1.15,2.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_3_e7_626_e1_305.lus,Unsafe,0,0.026,1,9,46.03,0.52,0.05,40,false,Unsafe,0,0.026,1,9,46.13,0.52,0.05,40,false,Unsafe,0,0.026,1,9,46.63,0.44,0.05,40,false,Unsafe,0,0.028,1,9,100.10,0.52,0.10,40,false,Unsafe,0,0.027,1,9,101.02,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/metros_5_e4_1208_e1_337.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/simulation/car_all_e3_1068.lus,Unsafe,,0.013,0,2,20.50,0.42,0.04,40,false,Unsafe,,0.014,0,2,20.34,0.52,0.04,40,false,Unsafe,,0.014,0,2,20.47,0.42,0.04,40,false,Unsafe,,0.013,0,2,20.98,0.42,0.07,40,false,Unsafe,,0.013,0,2,60.70,0.54,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_5_e2_1525.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e3_929_e2_2421.lus,Unsafe,,0.016,0,2,21.01,0.53,0.05,40,false,Unsafe,,0.015,0,2,32.83,0.42,0.05,40,false,Unsafe,,0.016,0,2,32.71,0.52,0.04,40,false,Unsafe,,0.014,0,2,93.55,0.53,0.08,40,false,Unsafe,,0.015,0,2,60.87,0.52,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_4_e8_974.lus,Safe,1,0.036,2,28,44.29,0.56,0.07,0,false,Safe,1,0.036,2,28,46.19,0.53,0.06,0,false,Safe,1,0.037,2,28,46.42,0.54,0.06,0,false,Safe,1,0.036,2,28,101.88,0.53,0.12,0,false,Safe,1,0.039,2,28,20.11,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all.lus,Safe,4,0.071,2,68,46.37,0.52,0.09,0,false,Safe,4,0.070,2,66,46.24,0.54,0.09,0,false,Safe,4,0.069,2,68,46.21,0.52,0.09,0,false,Safe,4,0.073,2,68,101.26,0.53,0.23,0,false,Safe,4,0.078,2,68,101.95,0.52,0.25,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e7_2910_e2_611.lus,Unsafe,,0.017,0,2,32.82,0.53,0.05,40,false,Unsafe,,0.015,0,2,43.84,0.53,0.05,40,false,Unsafe,,0.016,0,2,21.18,0.42,0.04,40,false,Unsafe,,0.015,0,2,60.78,0.53,0.09,40,false,Unsafe,,0.014,0,2,60.99,0.44,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2.lus,Safe,1,0.040,2,22,46.68,0.54,0.06,0,false,Safe,1,0.038,2,22,46.81,0.52,0.06,0,false,Safe,1,0.037,2,22,46.55,0.52,0.06,0,false,Safe,1,0.038,2,22,102.43,0.54,0.13,0,false,Safe,1,0.039,2,22,101.72,0.52,0.14,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_2_e1_834.lus,Unsafe,,0.019,0,2,44.24,0.54,0.08,40,false,Unsafe,,0.031,0,2,41.74,0.52,0.08,40,false,Unsafe,,0.018,0,2,46.88,0.52,0.06,40,false,Unsafe,,0.019,0,2,63.64,0.52,0.11,40,false,Unsafe,,0.017,0,2,64.74,0.52,0.10,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e1_2517_e8_2163.lus,Safe,9 7 4,0.698,4,639,51.25,1.16,0.71,0,false,Safe,11 9 8,0.629,4,589,50.75,1.04,0.63,0,false,Safe,9 7 5 4,0.888,5,872,52.68,1.35,0.88,0,false,Safe,8 6 3,0.661,4,586,111.23,1.04,1.92,0,false,Safe,9 7 4,0.774,4,642,113.47,1.27,2.29,0,false
